repository,revision,path,line,reference
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6296,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6297,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6298,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6299,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6301,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6346,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6347,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6348,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6349,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6351,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6396,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6397,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6398,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6399,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6401,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6446,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6447,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6448,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6449,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6451,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6496,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6497,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6498,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6499,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6501,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6546,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6547,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6548,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6549,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6551,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6596,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6597,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6598,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6599,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6601,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6646,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6647,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6648,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6649,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6651,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6696,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6697,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6698,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6699,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6701,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6746,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6747,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6748,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6749,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6751,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6796,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6797,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6798,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6799,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6801,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6846,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6847,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6848,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6849,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6851,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6896,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6897,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6898,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6899,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6901,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6946,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6947,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6948,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6949,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6951,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6996,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6997,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6998,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,6999,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7001,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7048,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7049,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7050,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7051,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7053,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7100,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7101,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7102,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7103,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7105,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7152,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7153,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7154,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7155,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7157,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7204,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7205,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,artifacts/material_test_candidate_audit.json,7206,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
