source_repo,source_revision,source_path_or_capability,source_entry_point,source_tests,archive_path,classification,behaviour_parity,data_dependency,external_dependency,notes,recommended_action
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,prompts/tool_use_policy.md,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,pyproject.toml,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,qlip contract (1).docx,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,resume,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,resume.txt,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,rewrite_partial_success.py,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_capabilities.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_diversity_v2_capabilities.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_full_sca_v1_diversity.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_only_development_objectives.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_only_engineering_failures.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_v8_corpus_selection.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_dataset_e_figure5.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_figure_1_li2feo3_dmytro_gr_v1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_final_paper_audit.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_final_paper_results_package.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_nasicon_reference_artifacts.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_nasicon_test_reports.py,,scripts/build_nasicon_test_reports.py,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_nasicon_v2_corpora.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_nasicon_v2_spp.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_nasicon_v3_corpus.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_old_vs_v9_neighbour_comparison.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper1_simple_ordered_benchmark.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_diversity_v2_tasks.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_evidence_pack.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_figures_from_rows.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_results_final_v2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_results_package_v10.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_results_table.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_scaffolds_v2_freedom.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_v8_figures.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_workflow_artifact_package.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_robocrys_vocabulary_calibration.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_row_workflow_figures.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_scaffold_dof_audit.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_scaffold_generalisation_visual.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_timestamped_figure_package.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_workflow_case_figure.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/checkpoint_nasicon_v3_bge_m3.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/classify_paper1_family_recovery.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/compute_corpus_vpa_stats.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/dev_env.sh,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/diagnose_cubic_cell_scale.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/diagnose_li2feo3_cell_representability.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/evaluate_dataset_e_showcase.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/evaluate_paper1_spp_ablation.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/evaluate_paper_scaffolds_v2_ablation.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/evaluate_paper_scaffolds_v2_holdout.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/execute_final_paper_benchmark_result4_v4_1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/execute_result4_completion_v4_2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/execute_scaffold_ablation_v1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/export_spp_final_pair_provenance.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_nasicon_v3_representations.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_paper_diversity_v2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_paper_final_results_v1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_paper_final_v1_infeasibility_audit.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_paper_results_final_v2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_paper_results_redesign.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/finalize_three_level_scaffold_papers.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/fix_v10_workflow_display_counts.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/freeze_dataset_e_method.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/freeze_final_paper_benchmark_v3.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/freeze_paper1_spp_ablation.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/freeze_paper_results_redesign.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/freeze_paper_scaffolds_v2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/freeze_spp_only_oxide_methodology.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/generate_nasicon_v3_robocrys.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/launch_final_paper_benchmark_v3.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/paper1_spp_score_diagnostic.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/paper_diversity_semantics.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/plot_cubic_cell_scale_stage2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/plot_paper_results_final_v2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/plot_paper_results_redesign.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_dataset_e_development.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_final_paper_benchmark_result4_v4.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_final_paper_benchmark_v2_preflight.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_final_paper_benchmark_v3_quality_preflight.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_paper_final_results_v1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_paper_results_package_v8.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_result4_completion_v4_2.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_scaffold_ablation_v1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/prepare_three_level_scaffold_ablation.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/reconstruct_paper_execution_ledger.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/refreeze_final_paper_benchmark_result4_v4_1.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/render_nasicon_paper_figures.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/render_nasicon_vesta_figures.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/render_paper_cifs_with_vesta.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/repair_v9_raw_retrieval_counts.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/reproduce_scaled_cell_incumbent_telemetry.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/rerender_v10_workflow_labels.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_canonical_compatibility_smokes.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_chgnet_table.py,,source repository tests,,HISTORICAL_NOT_SELECTED_SYSTEM,ABSENT,,,No direct archive mapping; retained as source evidence/supporting material,review when restoring the associated operational surface
